id,rent_price,rent_price_by_area,sq_mt_built,sq_mt_useful,n_rooms,n_bathrooms,district,neighborhood,avg_district_rent,median_district_rent,std_district_rent,overpriced,built_year,has_lift,has_ac,has_pool,has_parking,is_furnished
20227,917,,106.0,98.0,3,2,Villa de Vallecas,Casco Histórico de Vallecas,944.5976821192053,904.0,277.9307609015509,0,,False,,,False,
20226,1034,,70.0,,1,1,Villa de Vallecas,Ensanche de Vallecas - La Gavia,944.5976821192053,904.0,277.9307609015509,1,,True,True,True,True,
20225,1067,,125.0,,3,2,Villa de Vallecas,Santa Eugenia,944.5976821192053,904.0,277.9307609015509,1,,True,True,True,False,
20224,705,,65.0,59.0,3,1,Villa de Vallecas,Casco Histórico de Vallecas,944.5976821192053,904.0,277.9307609015509,0,,False,,,False,
20223,948,,90.0,80.0,3,1,Villa de Vallecas,Casco Histórico de Vallecas,944.5976821192053,904.0,277.9307609015509,1,,False,True,,False,
20222,816,,110.0,105.0,4,2,Villa de Vallecas,Casco Histórico de Vallecas,944.5976821192053,904.0,277.9307609015509,0,,False,True,,True,
20221,954,,93.0,,3,1,Villa de Vallecas,Santa Eugenia,944.5976821192053,904.0,277.9307609015509,1,,True,,,False,
20220,1153,,125.0,,3,2,Villa de Vallecas,Ensanche de Vallecas - La Gavia,944.5976821192053,904.0,277.9307609015509,1,,True,,,False,
20219,541,,56.0,,3,1,Villa de Vallecas,Casco Histórico de Vallecas,944.5976821192053,904.0,277.9307609015509,0,1965.0,False,,,False,
20218,956,,100.0,,3,1,Villa de Vallecas,Casco Histórico de Vallecas,944.5976821192053,904.0,277.9307609015509,1,,False,,,False,
20217,561,,72.0,70.0,2,1,Villa de Vallecas,Santa Eugenia,944.5976821192053,904.0,277.9307609015509,0,1977.0,True,,,False,
20216,868,,93.0,83.0,3,2,Villa de Vallecas,Santa Eugenia,944.5976821192053,904.0,277.9307609015509,0,1975.0,True,,,False,
20215,539,,60.0,55.0,0,1,Villa de Vallecas,Ensanche de Vallecas - La Gavia,944.5976821192053,904.0,277.9307609015509,0,2016.0,True,True,True,True,
20214,539,,48.0,,1,2,Villa de Vallecas,Ensanche de Vallecas - La Gavia,944.5976821192053,904.0,277.9307609015509,0,2008.0,True,,True,True,
20213,570,,50.0,,2,1,Villa de Vallecas,Casco Histórico de Vallecas,944.5976821192053,904.0,277.9307609015509,0,,False,,,False,
20212,1009,,52.0,45.0,1,1,Villa de Vallecas,Ensanche de Vallecas - La Gavia,944.5976821192053,904.0,277.9307609015509,1,,True,True,True,True,
20211,777,,60.0,,1,1,Villa de Vallecas,Casco Histórico de Vallecas,944.5976821192053,904.0,277.9307609015509,0,2007.0,True,True,,False,
20210,795,,80.0,,1,1,Villa de Vallecas,Casco Histórico de Vallecas,944.5976821192053,904.0,277.9307609015509,0,,False,,,False,
20209,623,,51.0,,2,1,Villa de Vallecas,Casco Histórico de Vallecas,944.5976821192053,904.0,277.9307609015509,0,,False,,,False,
20208,857,,65.0,55.0,1,1,Villa de Vallecas,Ensanche de Vallecas - La Gavia,944.5976821192053,904.0,277.9307609015509,0,2008.0,True,True,,True,
20207,1067,,62.0,45.0,1,1,Villa de Vallecas,Ensanche de Vallecas - La Gavia,944.5976821192053,904.0,277.9307609015509,1,2008.0,True,True,True,True,
20206,840,,63.0,,1,1,Villa de Vallecas,Ensanche de Vallecas - La Gavia,944.5976821192053,904.0,277.9307609015509,0,,True,True,,True,
20205,833,,53.0,48.0,2,1,Villa de Vallecas,Casco Histórico de Vallecas,944.5976821192053,904.0,277.9307609015509,0,,True,True,,True,
20204,939,,54.0,,1,2,Villa de Vallecas,Ensanche de Vallecas - La Gavia,944.5976821192053,904.0,277.9307609015509,0,,True,True,True,True,
20203,1067,,92.0,,2,2,Villa de Vallecas,Ensanche de Vallecas - La Gavia,944.5976821192053,904.0,277.9307609015509,1,,True,True,,True,
20202,1862,,230.0,,5,3,Villa de Vallecas,Ensanche de Vallecas - La Gavia,944.5976821192053,904.0,277.9307609015509,1,2006.0,,,True,True,
20201,833,,69.0,58.0,2,1,Villa de Vallecas,Casco Histórico de Vallecas,944.5976821192053,904.0,277.9307609015509,0,1999.0,True,True,,False,
20200,740,,79.0,,3,1,Villa de Vallecas,Casco Histórico de Vallecas,944.5976821192053,904.0,277.9307609015509,0,1970.0,False,True,,True,
20199,658,,75.0,72.0,3,1,Villa de Vallecas,Casco Histórico de Vallecas,944.5976821192053,904.0,277.9307609015509,0,1970.0,False,True,,False,
20198,1127,,109.0,,3,2,Villa de Vallecas,Ensanche de Vallecas - La Gavia,944.5976821192053,904.0,277.9307609015509,1,,True,,True,True,
20197,1109,,104.0,,3,2,Villa de Vallecas,Ensanche de Vallecas - La Gavia,944.5976821192053,904.0,277.9307609015509,1,,True,,True,True,
20196,1349,,149.0,,4,3,Villa de Vallecas,Ensanche de Vallecas - La Gavia,944.5976821192053,904.0,277.9307609015509,1,,True,,True,True,
20195,535,,48.0,46.0,1,1,Villa de Vallecas,Casco Histórico de Vallecas,944.5976821192053,904.0,277.9307609015509,0,1972.0,False,,,False,
20194,678,,83.0,,3,2,Villa de Vallecas,Casco Histórico de Vallecas,944.5976821192053,904.0,277.9307609015509,0,,,,,False,
20193,755,,52.0,49.0,1,1,Villa de Vallecas,Ensanche de Vallecas - La Gavia,944.5976821192053,904.0,277.9307609015509,0,,True,True,True,True,
20192,762,,77.0,72.0,3,1,Villa de Vallecas,Casco Histórico de Vallecas,944.5976821192053,904.0,277.9307609015509,0,,False,True,,False,
20191,1710,,352.0,,5,3,Villa de Vallecas,Ensanche de Vallecas - La Gavia,944.5976821192053,904.0,277.9307609015509,1,,,True,True,True,
20190,1167,,97.0,,3,2,Villa de Vallecas,Ensanche de Vallecas - La Gavia,944.5976821192053,904.0,277.9307609015509,1,,True,,,False,
20189,833,,56.0,46.0,1,1,Villa de Vallecas,Ensanche de Vallecas - La Gavia,944.5976821192053,904.0,277.9307609015509,0,2006.0,True,True,True,True,
20188,1177,,80.0,75.0,2,2,Villa de Vallecas,Casco Histórico de Vallecas,944.5976821192053,904.0,277.9307609015509,1,,True,True,True,True,
20187,816,,75.0,70.0,1,1,Villa de Vallecas,Ensanche de Vallecas - La Gavia,944.5976821192053,904.0,277.9307609015509,0,,True,True,True,True,
20186,1393,,120.0,92.0,3,2,Villa de Vallecas,Ensanche de Vallecas - La Gavia,944.5976821192053,904.0,277.9307609015509,1,,True,True,True,True,
20185,666,,68.0,,3,1,Villa de Vallecas,Santa Eugenia,944.5976821192053,904.0,277.9307609015509,0,,False,,,False,
20184,816,,90.0,85.0,2,2,Villa de Vallecas,Ensanche de Vallecas - La Gavia,944.5976821192053,904.0,277.9307609015509,0,,True,True,,True,
20183,851,,90.0,68.0,2,1,Villa de Vallecas,Casco Histórico de Vallecas,944.5976821192053,904.0,277.9307609015509,0,,True,True,,False,
20182,884,,56.0,42.0,1,1,Villa de Vallecas,Ensanche de Vallecas - La Gavia,944.5976821192053,904.0,277.9307609015509,0,,True,True,True,True,
20181,705,,75.0,,2,1,Villa de Vallecas,Casco Histórico de Vallecas,944.5976821192053,904.0,277.9307609015509,0,,False,True,,False,
20180,666,,33.0,32.0,1,1,Villa de Vallecas,Casco Histórico de Vallecas,944.5976821192053,904.0,277.9307609015509,0,,True,True,,False,
20179,851,,60.0,,1,1,Villa de Vallecas,Ensanche de Vallecas - La Gavia,944.5976821192053,904.0,277.9307609015509,0,,True,True,True,True,
20178,864,,70.0,56.0,1,1,Villa de Vallecas,Ensanche de Vallecas - La Gavia,944.5976821192053,904.0,277.9307609015509,0,,True,True,True,True,
20177,1143,,94.0,,2,2,Villa de Vallecas,Ensanche de Vallecas - La Gavia,944.5976821192053,904.0,277.9307609015509,1,,True,,,False,
20176,1203,,105.0,,3,1,Villa de Vallecas,Ensanche de Vallecas - La Gavia,944.5976821192053,904.0,277.9307609015509,1,,True,,,False,
20175,736,,78.0,,3,1,Villa de Vallecas,Casco Histórico de Vallecas,944.5976821192053,904.0,277.9307609015509,0,,True,,,False,
20174,1148,,110.0,,4,2,Villa de Vallecas,Santa Eugenia,944.5976821192053,904.0,277.9307609015509,1,,True,True,True,True,
20173,830,,86.0,,3,2,Villa de Vallecas,Casco Histórico de Vallecas,944.5976821192053,904.0,277.9307609015509,0,,True,,,False,
20172,1197,,108.0,,3,2,Villa de Vallecas,Casco Histórico de Vallecas,944.5976821192053,904.0,277.9307609015509,1,,True,True,,True,
20171,816,,69.0,60.0,2,1,Villa de Vallecas,Casco Histórico de Vallecas,944.5976821192053,904.0,277.9307609015509,0,,False,True,,False,
20170,994,,59.0,,1,1,Villa de Vallecas,Ensanche de Vallecas - La Gavia,944.5976821192053,904.0,277.9307609015509,1,2016.0,True,True,True,True,
20169,1038,,85.0,80.0,2,1,Villa de Vallecas,Casco Histórico de Vallecas,944.5976821192053,904.0,277.9307609015509,1,2004.0,True,True,,False,
20168,979,,95.0,93.0,3,1,Villa de Vallecas,Santa Eugenia,944.5976821192053,904.0,277.9307609015509,1,,True,,,False,
20167,884,,70.0,60.0,1,1,Villa de Vallecas,Ensanche de Vallecas - La Gavia,944.5976821192053,904.0,277.9307609015509,0,,True,True,True,True,
20166,753,,55.0,50.0,1,1,Villa de Vallecas,Ensanche de Vallecas - La Gavia,944.5976821192053,904.0,277.9307609015509,0,,True,True,True,True,
20165,861,,53.0,,1,1,Villa de Vallecas,Ensanche de Vallecas - La Gavia,944.5976821192053,904.0,277.9307609015509,0,,True,True,True,True,
20164,982,,70.0,,1,1,Villa de Vallecas,Ensanche de Vallecas - La Gavia,944.5976821192053,904.0,277.9307609015509,1,,True,True,True,True,
20163,1174,,92.0,65.0,2,2,Villa de Vallecas,Ensanche de Vallecas - La Gavia,944.5976821192053,904.0,277.9307609015509,1,,True,,True,True,
20162,705,,71.0,,3,1,Villa de Vallecas,Casco Histórico de Vallecas,944.5976821192053,904.0,277.9307609015509,0,,False,True,,True,
20161,851,,76.0,,2,1,Villa de Vallecas,Ensanche de Vallecas - La Gavia,944.5976821192053,904.0,277.9307609015509,0,,True,,,False,
20160,1041,,82.0,,3,1,Villa de Vallecas,Ensanche de Vallecas - La Gavia,944.5976821192053,904.0,277.9307609015509,1,,True,,,False,
20159,773,,75.0,,2,1,Villa de Vallecas,Casco Histórico de Vallecas,944.5976821192053,904.0,277.9307609015509,0,,True,,,False,
20158,847,,74.0,,1,1,Villa de Vallecas,Ensanche de Vallecas - La Gavia,944.5976821192053,904.0,277.9307609015509,0,2006.0,True,,True,True,
20157,583,,60.0,47.0,2,1,Villa de Vallecas,Casco Histórico de Vallecas,944.5976821192053,904.0,277.9307609015509,0,,False,True,,False,
20156,758,,85.0,75.0,3,2,Villa de Vallecas,Santa Eugenia,944.5976821192053,904.0,277.9307609015509,0,,False,,,False,
20155,541,,56.0,43.0,3,1,Villa de Vallecas,Casco Histórico de Vallecas,944.5976821192053,904.0,277.9307609015509,0,,False,,,False,
20154,844,,58.0,,1,1,Villa de Vallecas,Ensanche de Vallecas - La Gavia,944.5976821192053,904.0,277.9307609015509,0,,False,,,False,
20153,1311,,94.0,82.0,2,2,Villa de Vallecas,Ensanche de Vallecas - La Gavia,944.5976821192053,904.0,277.9307609015509,1,2007.0,True,True,True,False,
20152,851,,50.0,40.0,1,1,Villa de Vallecas,Ensanche de Vallecas - La Gavia,944.5976821192053,904.0,277.9307609015509,0,,True,True,True,True,
20151,994,,70.0,60.0,2,2,Villa de Vallecas,Ensanche de Vallecas - La Gavia,944.5976821192053,904.0,277.9307609015509,1,,True,True,True,True,
20150,744,,72.0,,3,1,Villa de Vallecas,Casco Histórico de Vallecas,944.5976821192053,904.0,277.9307609015509,0,,False,,,False,
20149,963,,70.0,,3,1,Villa de Vallecas,Casco Histórico de Vallecas,944.5976821192053,904.0,277.9307609015509,1,,False,True,,False,
20148,798,,53.0,,1,1,Villa de Vallecas,Ensanche de Vallecas - La Gavia,944.5976821192053,904.0,277.9307609015509,0,,True,True,True,True,
20147,1200,,120.0,,3,2,Villa de Vallecas,Ensanche de Vallecas - La Gavia,944.5976821192053,904.0,277.9307609015509,1,,True,True,,True,
20146,909,,100.0,,3,2,Villa de Vallecas,Ensanche de Vallecas - La Gavia,944.5976821192053,904.0,277.9307609015509,0,,True,,,False,
20145,686,,70.0,65.0,3,1,Villa de Vallecas,Casco Histórico de Vallecas,944.5976821192053,904.0,277.9307609015509,0,,False,True,,False,
20144,678,,83.0,,3,1,Villa de Vallecas,Casco Histórico de Vallecas,944.5976821192053,904.0,277.9307609015509,0,,False,,,False,
20143,666,,70.0,56.0,1,1,Villa de Vallecas,Ensanche de Vallecas - La Gavia,944.5976821192053,904.0,277.9307609015509,0,2007.0,True,True,True,True,
20142,621,,54.0,,1,1,Villa de Vallecas,Ensanche de Vallecas - La Gavia,944.5976821192053,904.0,277.9307609015509,0,2010.0,True,True,True,True,
20141,1299,,85.0,76.0,2,2,Villa de Vallecas,Ensanche de Vallecas - La Gavia,944.5976821192053,904.0,277.9307609015509,1,,True,True,True,True,
20140,994,,97.0,,2,3,Villa de Vallecas,Santa Eugenia,944.5976821192053,904.0,277.9307609015509,1,,True,True,,True,
20139,561,,72.0,63.0,2,1,Villa de Vallecas,Santa Eugenia,944.5976821192053,904.0,277.9307609015509,0,,True,,,False,
20138,670,,45.0,35.0,1,1,Villa de Vallecas,Casco Histórico de Vallecas,944.5976821192053,904.0,277.9307609015509,0,2009.0,True,,,False,
20137,686,,45.0,41.0,1,1,Villa de Vallecas,Casco Histórico de Vallecas,944.5976821192053,904.0,277.9307609015509,0,,True,True,,True,
20136,1038,,62.0,55.0,1,1,Villa de Vallecas,Ensanche de Vallecas - La Gavia,944.5976821192053,904.0,277.9307609015509,1,,True,True,True,True,
20135,709,,72.0,,3,1,Villa de Vallecas,Casco Histórico de Vallecas,944.5976821192053,904.0,277.9307609015509,0,,False,,,False,
20134,830,,76.0,,3,1,Villa de Vallecas,Casco Histórico de Vallecas,944.5976821192053,904.0,277.9307609015509,0,1979.0,True,True,,False,
20133,553,,57.0,55.0,3,1,Villa de Vallecas,Casco Histórico de Vallecas,944.5976821192053,904.0,277.9307609015509,0,,False,,,False,
20132,666,,39.0,32.0,1,1,Villa de Vallecas,Casco Histórico de Vallecas,944.5976821192053,904.0,277.9307609015509,0,2002.0,True,,,False,
20131,561,,60.0,,2,1,Villa de Vallecas,Casco Histórico de Vallecas,944.5976821192053,904.0,277.9307609015509,0,,False,,,False,
20130,1108,,100.0,,2,2,Villa de Vallecas,Ensanche de Vallecas - La Gavia,944.5976821192053,904.0,277.9307609015509,1,2012.0,True,True,True,True,
20129,783,,80.0,,3,1,Villa de Vallecas,Casco Histórico de Vallecas,944.5976821192053,904.0,277.9307609015509,0,1970.0,False,,,False,
20128,641,,52.0,,2,1,Villa de Vallecas,Casco Histórico de Vallecas,944.5976821192053,904.0,277.9307609015509,0,,,,,False,
20127,646,,58.0,52.0,3,1,Villa de Vallecas,Casco Histórico de Vallecas,944.5976821192053,904.0,277.9307609015509,0,1960.0,False,,,False,
20126,676,,70.0,,3,1,Villa de Vallecas,Casco Histórico de Vallecas,944.5976821192053,904.0,277.9307609015509,0,,False,,,False,
20125,871,,115.0,95.0,4,2,Villa de Vallecas,Santa Eugenia,944.5976821192053,904.0,277.9307609015509,0,,True,,,False,
20124,971,,110.0,,4,2,Villa de Vallecas,Ensanche de Vallecas - La Gavia,944.5976821192053,904.0,277.9307609015509,1,,True,True,,True,
20123,615,,53.0,,2,1,Villa de Vallecas,Casco Histórico de Vallecas,944.5976821192053,904.0,277.9307609015509,0,,False,True,,False,
20122,615,,65.0,,3,1,Villa de Vallecas,Casco Histórico de Vallecas,944.5976821192053,904.0,277.9307609015509,0,,False,True,,False,
20121,713,,120.0,,4,1,Villa de Vallecas,Casco Histórico de Vallecas,944.5976821192053,904.0,277.9307609015509,0,,False,,,False,
20120,766,,54.0,44.0,1,1,Villa de Vallecas,Ensanche de Vallecas - La Gavia,944.5976821192053,904.0,277.9307609015509,0,2010.0,True,True,True,True,
20119,1130,,80.0,70.0,2,2,Villa de Vallecas,Ensanche de Vallecas - La Gavia,944.5976821192053,904.0,277.9307609015509,1,2010.0,True,True,True,True,
20118,901,,61.0,42.0,1,1,Villa de Vallecas,Ensanche de Vallecas - La Gavia,944.5976821192053,904.0,277.9307609015509,0,2008.0,True,True,True,True,
20117,958,,66.0,46.0,2,1,Villa de Vallecas,Ensanche de Vallecas - La Gavia,944.5976821192053,904.0,277.9307609015509,1,2014.0,True,True,True,True,
20116,590,,75.0,,3,1,Villa de Vallecas,Casco Histórico de Vallecas,944.5976821192053,904.0,277.9307609015509,0,,False,,,False,
20115,553,,70.0,,3,1,Villa de Vallecas,Casco Histórico de Vallecas,944.5976821192053,904.0,277.9307609015509,0,,False,,,False,
20114,1250,,120.0,,4,2,Villa de Vallecas,Santa Eugenia,944.5976821192053,904.0,277.9307609015509,1,1986.0,True,,,True,
20113,1200,,100.0,85.0,2,2,Villa de Vallecas,Ensanche de Vallecas - La Gavia,944.5976821192053,904.0,277.9307609015509,1,2003.0,True,True,True,True,
20112,1108,,106.0,79.0,2,2,Villa de Vallecas,Ensanche de Vallecas - La Gavia,944.5976821192053,904.0,277.9307609015509,1,,True,,True,True,
20111,740,,65.0,60.0,2,1,Villa de Vallecas,Casco Histórico de Vallecas,944.5976821192053,904.0,277.9307609015509,0,,True,,,False,
20110,979,,53.0,52.0,1,1,Villa de Vallecas,Ensanche de Vallecas - La Gavia,944.5976821192053,904.0,277.9307609015509,1,2008.0,True,True,True,True,
20109,740,,70.0,50.0,1,1,Villa de Vallecas,Ensanche de Vallecas - La Gavia,944.5976821192053,904.0,277.9307609015509,0,,True,True,True,True,
20108,1135,,65.0,,1,1,Villa de Vallecas,Ensanche de Vallecas - La Gavia,944.5976821192053,904.0,277.9307609015509,1,2008.0,True,True,True,True,
20107,884,,85.0,80.0,2,1,Villa de Vallecas,Casco Histórico de Vallecas,944.5976821192053,904.0,277.9307609015509,0,,True,True,,False,
20106,780,,50.0,45.0,1,1,Villa de Vallecas,Ensanche de Vallecas - La Gavia,944.5976821192053,904.0,277.9307609015509,0,,True,True,True,True,
20105,948,,54.0,,1,2,Villa de Vallecas,Ensanche de Vallecas - La Gavia,944.5976821192053,904.0,277.9307609015509,1,,True,,True,True,
20104,1038,,76.0,,2,2,Villa de Vallecas,Ensanche de Vallecas - La Gavia,944.5976821192053,904.0,277.9307609015509,1,,True,,True,True,
20103,666,,70.0,64.0,3,1,Villa de Vallecas,Casco Histórico de Vallecas,944.5976821192053,904.0,277.9307609015509,0,1969.0,False,,,False,
20102,1287,,121.0,,3,2,Villa de Vallecas,Ensanche de Vallecas - La Gavia,944.5976821192053,904.0,277.9307609015509,1,,True,True,True,False,
20101,857,,59.0,,1,1,Villa de Vallecas,Ensanche de Vallecas - La Gavia,944.5976821192053,904.0,277.9307609015509,0,2008.0,True,True,True,True,
20100,915,,65.0,,2,1,Villa de Vallecas,Casco Histórico de Vallecas,944.5976821192053,904.0,277.9307609015509,0,,True,True,,False,
20099,881,,70.0,,2,1,Villa de Vallecas,Ensanche de Vallecas - La Gavia,944.5976821192053,904.0,277.9307609015509,0,,True,True,,True,
20098,1185,,85.0,75.0,3,2,Villa de Vallecas,Ensanche de Vallecas - La Gavia,944.5976821192053,904.0,277.9307609015509,1,,True,True,True,True,
20097,758,,54.0,,1,1,Villa de Vallecas,Ensanche de Vallecas - La Gavia,944.5976821192053,904.0,277.9307609015509,0,,True,True,True,True,
20096,979,,80.0,70.0,2,1,Villa de Vallecas,Casco Histórico de Vallecas,944.5976821192053,904.0,277.9307609015509,1,,False,True,,False,
20095,933,,64.0,,2,1,Villa de Vallecas,Casco Histórico de Vallecas,944.5976821192053,904.0,277.9307609015509,0,,False,True,,False,
20094,816,,50.0,,1,1,Villa de Vallecas,Ensanche de Vallecas - La Gavia,944.5976821192053,904.0,277.9307609015509,0,2016.0,True,True,True,True,
20093,1169,,87.0,,2,2,Villa de Vallecas,Ensanche de Vallecas - La Gavia,944.5976821192053,904.0,277.9307609015509,1,,True,True,True,True,
20092,1182,,81.0,,2,2,Villa de Vallecas,Ensanche de Vallecas - La Gavia,944.5976821192053,904.0,277.9307609015509,1,,True,True,True,True,
20091,666,,60.0,55.0,1,1,Villa de Vallecas,Casco Histórico de Vallecas,944.5976821192053,904.0,277.9307609015509,0,,False,,,False,
20090,793,,118.0,,4,2,Villa de Vallecas,Santa Eugenia,944.5976821192053,904.0,277.9307609015509,0,1990.0,True,,,False,
20089,705,,77.0,,1,1,Villa de Vallecas,Casco Histórico de Vallecas,944.5976821192053,904.0,277.9307609015509,0,2009.0,False,,,False,
20088,686,,60.0,45.0,1,1,Villa de Vallecas,Casco Histórico de Vallecas,944.5976821192053,904.0,277.9307609015509,0,,True,True,,True,
20087,738,,60.0,50.0,2,1,Villa de Vallecas,Casco Histórico de Vallecas,944.5976821192053,904.0,277.9307609015509,0,2012.0,True,,,False,
20086,1344,,110.0,89.0,3,2,Villa de Vallecas,Ensanche de Vallecas - La Gavia,944.5976821192053,904.0,277.9307609015509,1,2007.0,True,,,True,
20085,583,,65.0,,3,1,Villa de Vallecas,Casco Histórico de Vallecas,944.5976821192053,904.0,277.9307609015509,0,1976.0,False,,,False,
20084,1275,,121.0,,3,2,Villa de Vallecas,Ensanche de Vallecas - La Gavia,944.5976821192053,904.0,277.9307609015509,1,,True,,True,True,
20083,590,,75.0,,3,1,Villa de Vallecas,Casco Histórico de Vallecas,944.5976821192053,904.0,277.9307609015509,0,,False,,,False,
20082,897,,52.0,,1,1,Villa de Vallecas,Ensanche de Vallecas - La Gavia,944.5976821192053,904.0,277.9307609015509,0,,True,,True,True,
20081,1262,,135.0,,3,2,Villa de Vallecas,Ensanche de Vallecas - La Gavia,944.5976821192053,904.0,277.9307609015509,1,,True,True,True,True,
20080,851,,106.0,95.0,4,2,Villa de Vallecas,Casco Histórico de Vallecas,944.5976821192053,904.0,277.9307609015509,0,1979.0,True,,,False,
20079,798,,88.0,79.0,3,1,Villa de Vallecas,Casco Histórico de Vallecas,944.5976821192053,904.0,277.9307609015509,0,1991.0,False,True,,True,
20078,403,,47.0,,2,1,Villa de Vallecas,Casco Histórico de Vallecas,944.5976821192053,904.0,277.9307609015509,0,,,,,False,
20077,868,,96.0,,3,2,Villa de Vallecas,Casco Histórico de Vallecas,944.5976821192053,904.0,277.9307609015509,0,2005.0,True,True,,True,
20076,1081,,85.0,,2,2,Villa de Vallecas,Ensanche de Vallecas - La Gavia,944.5976821192053,904.0,277.9307609015509,1,2008.0,True,True,True,True,
20075,851,,89.0,80.0,2,1,Villa de Vallecas,Casco Histórico de Vallecas,944.5976821192053,904.0,277.9307609015509,0,,True,,,False,
20074,645,,65.0,,2,1,Villa de Vallecas,Casco Histórico de Vallecas,944.5976821192053,904.0,277.9307609015509,0,,False,,,False,
20073,840,,65.0,55.0,2,1,Villa de Vallecas,Casco Histórico de Vallecas,944.5976821192053,904.0,277.9307609015509,0,2001.0,True,True,,False,
20072,1081,,55.0,45.0,1,1,Villa de Vallecas,Ensanche de Vallecas - La Gavia,944.5976821192053,904.0,277.9307609015509,1,,True,True,True,True,
20071,494,,50.0,,2,1,Villa de Vallecas,Casco Histórico de Vallecas,944.5976821192053,904.0,277.9307609015509,0,1950.0,False,True,,False,
20070,592,,57.0,52.0,2,1,Villa de Vallecas,Casco Histórico de Vallecas,944.5976821192053,904.0,277.9307609015509,0,1970.0,False,True,,False,
20069,530,,59.0,57.0,3,1,Villa de Vallecas,Casco Histórico de Vallecas,944.5976821192053,904.0,277.9307609015509,0,1954.0,False,,,False,
20068,608,,50.0,,2,1,Villa de Vallecas,Casco Histórico de Vallecas,944.5976821192053,904.0,277.9307609015509,0,,False,,,False,
20067,625,,54.0,42.0,2,1,Villa de Vallecas,Casco Histórico de Vallecas,944.5976821192053,904.0,277.9307609015509,0,,True,,,False,
20066,517,,40.0,,1,1,Villa de Vallecas,Casco Histórico de Vallecas,944.5976821192053,904.0,277.9307609015509,0,,False,True,,True,
20065,1064,,70.0,60.0,2,2,Villa de Vallecas,Casco Histórico de Vallecas,944.5976821192053,904.0,277.9307609015509,1,,True,,,True,
20064,637,,75.0,,3,1,Villa de Vallecas,Casco Histórico de Vallecas,944.5976821192053,904.0,277.9307609015509,0,,False,True,,False,
20063,561,,52.0,48.0,1,1,Villa de Vallecas,Casco Histórico de Vallecas,944.5976821192053,904.0,277.9307609015509,0,1970.0,False,True,,False,
20062,743,,46.0,,1,1,Villa de Vallecas,Ensanche de Vallecas - La Gavia,944.5976821192053,904.0,277.9307609015509,0,2008.0,True,True,True,True,
20061,705,,85.0,,3,1,Villa de Vallecas,Santa Eugenia,944.5976821192053,904.0,277.9307609015509,0,1990.0,True,True,,False,
20060,535,,68.0,65.0,3,1,Villa de Vallecas,Casco Histórico de Vallecas,944.5976821192053,904.0,277.9307609015509,0,1965.0,,,,False,
20059,686,,70.0,60.0,1,2,Villa de Vallecas,Ensanche de Vallecas - La Gavia,944.5976821192053,904.0,277.9307609015509,0,2008.0,True,True,True,True,
20058,777,,80.0,,2,1,Villa de Vallecas,Casco Histórico de Vallecas,944.5976821192053,904.0,277.9307609015509,0,,False,True,,False,
20057,1124,,109.0,,3,2,Villa de Vallecas,Ensanche de Vallecas - La Gavia,944.5976821192053,904.0,277.9307609015509,1,,True,,True,True,
20056,1127,,109.0,,3,2,Villa de Vallecas,Ensanche de Vallecas - La Gavia,944.5976821192053,904.0,277.9307609015509,1,,True,,True,True,
20055,1109,,104.0,,3,2,Villa de Vallecas,Ensanche de Vallecas - La Gavia,944.5976821192053,904.0,277.9307609015509,1,,True,,True,True,
20054,1161,,114.0,,3,2,Villa de Vallecas,Ensanche de Vallecas - La Gavia,944.5976821192053,904.0,277.9307609015509,1,,True,,True,True,
20053,1119,,107.0,,3,2,Villa de Vallecas,Ensanche de Vallecas - La Gavia,944.5976821192053,904.0,277.9307609015509,1,,True,,True,True,
20052,1061,,109.0,,3,2,Villa de Vallecas,Ensanche de Vallecas - La Gavia,944.5976821192053,904.0,277.9307609015509,1,,True,,True,True,
20051,1134,,110.0,,3,2,Villa de Vallecas,Ensanche de Vallecas - La Gavia,944.5976821192053,904.0,277.9307609015509,1,,True,,True,True,
20050,1161,,114.0,,3,2,Villa de Vallecas,Ensanche de Vallecas - La Gavia,944.5976821192053,904.0,277.9307609015509,1,,True,,True,True,
20049,1119,,107.0,,3,2,Villa de Vallecas,Ensanche de Vallecas - La Gavia,944.5976821192053,904.0,277.9307609015509,1,,True,,True,True,
20048,1127,,109.0,,3,2,Villa de Vallecas,Ensanche de Vallecas - La Gavia,944.5976821192053,904.0,277.9307609015509,1,,True,,True,True,
20047,1119,,107.0,,3,2,Villa de Vallecas,Ensanche de Vallecas - La Gavia,944.5976821192053,904.0,277.9307609015509,1,,True,,True,True,
20046,1161,,114.0,,3,2,Villa de Vallecas,Ensanche de Vallecas - La Gavia,944.5976821192053,904.0,277.9307609015509,1,,True,,True,True,
20045,698,,54.0,,0,1,Villa de Vallecas,Ensanche de Vallecas - La Gavia,944.5976821192053,904.0,277.9307609015509,0,2007.0,True,,True,True,
20044,666,,39.0,31.0,1,1,Villa de Vallecas,Casco Histórico de Vallecas,944.5976821192053,904.0,277.9307609015509,0,2002.0,True,,,False,
20043,743,,42.0,,1,1,Villa de Vallecas,Ensanche de Vallecas - La Gavia,944.5976821192053,904.0,277.9307609015509,0,2004.0,True,True,True,True,
20042,1052,,95.0,60.0,2,2,Villa de Vallecas,Ensanche de Vallecas - La Gavia,944.5976821192053,904.0,277.9307609015509,1,,True,True,True,True,
